id,title,date,article_url,place_of_accident,district,number_of_deaths,number_of_injured,vehicle_type,cause_of_accident,country,report_type,type_of_accident,accident_date,accident_time,month,month_num,condition,accident_hour,month_name,cause_of_accident_normalized
433,Magura road accident kills 2,2019-10-11 23:11:36,https://en.prothomalo.com/bangladesh/Magura-road-accident-kills-2,itkhola bazar area on magura-jhenidah road,Magura,2,0,"Motorcycle, Passenger Bus",hit by a passenger bus,Bangladesh,event,road accident,2019-10-11,23:11:36,Oct,10,Light rain,23,Oct,hit by a passenger bus
434,Road accident kills motorcyclist,2019-09-30 15:57:13,https://en.prothomalo.com/bangladesh/Road-accident-kills-motorcyclist,hajiganj upazila,Chandpur,1,0,Motorbikes,head-on collision,Bangladesh,event,road accident,2019-09-30,15:57:13,Sep,9,Moderate rain,15,Sep,head-on collision
435,Road accidents kill 4 in two dists,2019-09-27 21:36:34,https://en.prothomalo.com/bangladesh/Road-accidents-kill-4-in-two-dists,chikashi of dhunat upazila,,2,0,Motorcycles,head-on collision,Bangladesh,event,road accident,2019-09-27,21:36:34,Sep,9,,21,Sep,head-on collision
436,Road accident laws must not be relaxed,2019-09-27 11:48:53,https://en.prothomalo.com/opinion/Road-accident-laws-must-not-be-relaxed,"airport road, dhaka",Dhaka,2,0,Bus,,Bangladesh,event,road accident,2019-09-27,11:48:53,Sep,9,Dense rain,11,Sep,
439,Mymensingh road accident kills 2,2019-09-09 11:48:31,https://en.prothomalo.com/bangladesh/accident/mymensingh-road-accident-kills-2,bagar bazar signboard area,Mymensingh,2,0,Truck,hit by a truck,Bangladesh,event,road accident,2019-09-09,11:48:31,Sep,9,Moderate rain,11,Sep,hit by a truck
440,Mymensingh road accident kills 2,2019-09-09 11:48:31,https://en.prothomalo.com/bangladesh/Mymensingh-road-accident-kills-2,bagar bazar signboard area,Mymensingh,2,0,Truck,hit by a truck,Bangladesh,event,road accident,2019-09-09,11:48:31,Sep,9,Moderate rain,11,Sep,hit by a truck
441,Cop dies in Rajshahi road accident,2019-09-02 13:05:55,https://en.prothomalo.com/bangladesh/Cop-dies-in-Rajshahi-road-accident,godagari upazila,Rajshahi,1,0,Motorcycle,hit by a motorbike,Bangladesh,event,road accident,2019-09-02,13:05:55,Sep,9,,13,Sep,hit by a motorbike
443,Road accidents kill 3 youths,2019-08-27 13:59:05,https://en.prothomalo.com/bangladesh/Road-accidents-kill-3-youths,"wari, dhaka",Dhaka,1,0,"Bicycle, Vehicle",vehicle hit bicycle,Bangladesh,event,road accident,2019-08-27,13:59:05,Aug,8,Light rain,13,Aug,vehicle hit bicycle
447,Road accident kills 2,2019-08-20 10:07:22,https://en.prothomalo.com/bangladesh/Road-accident-kills-2-3,amjurhat,Chattogram,2,0,"Truck, Motorcycle",truck crashed into a motorcycle,Bangladesh,event,road accident,2019-08-20,10:07:22,Aug,8,Light rain,10,Aug,truck crashed into a motorcycle
448,Road accident kills 2,2019-08-20 10:07:22,https://en.prothomalo.com/bangladesh/Road-accident-kills-2-2,amjurhat,Chattogram,2,0,"Truck, Motorcycle",truck crashed into a motorcycle,Bangladesh,event,road accident,2019-08-20,10:07:22,Aug,8,Light rain,10,Aug,truck crashed into a motorcycle
449,Road accident kills 2,2019-08-20 10:07:22,https://en.prothomalo.com/bangladesh/Road-accident-kills-2,amjurhat,Chattogram,2,0,"Truck, Motorcycle",truck crashed into motorcycle,Bangladesh,event,road accident,2019-08-20,10:07:22,Aug,8,Light rain,10,Aug,truck crashed into motorcycle
453,"Parents, two children die in road accident",2019-08-16 14:46:22,https://en.prothomalo.com/bangladesh/4-of-a-family-killed-in-road-crash,ramgopalpur,Mymensingh,4,2,Private Car And A Bus,collision,Bangladesh,event,road accident,2019-08-16,14:46:22,Aug,8,Heavy rain,14,Aug,collision
457,Two killed in Bagerhat road accident,2019-07-08 18:46:16,https://en.prothomalo.com/bangladesh/Two-killed-in-Bagerhat-road-accident,bishwa road intersection,Bagerhat,2,0,"Easy-Bike, Cyclist, Truck",hit by a truck,Bangladesh,event,road accident,2019-07-08,18:46:16,Jul,7,Moderate rain,18,Jul,hit by a truck
459,Accidents kill 12 people per hour in Bangladesh,2019-07-04 17:28:03,https://en.prothomalo.com/bangladesh/12-people-die-in-accidents-per-hour,national institute of traumatology and orthopaedic rehabilitation,Dhaka,0,1,,,Bangladesh,event,road accident,2019-07-04,17:28:03,Jul,7,Light rain,17,Jul,
462,2 killed in road accident,2019-06-27 11:25:11,https://en.prothomalo.com/bangladesh/2-killed-in-road-accident-3,"shalimun, tongi, gazipur",Gazipur,2,8,"Truck, Human Hauler",truck rammed into a human hauler,Bangladesh,event,road accident,2019-06-27,11:25:11,Jun,6,Moderate rain,11,Jun,truck rammed into a human hauler
463,2 killed in road accident,2019-06-27 11:25:11,https://en.prothomalo.com/bangladesh/2-killed-in-road-accident,"shalimun, tongi, gazipur",Gazipur,2,8,"Truck, Human Hauler",truck rammed into a human hauler,Bangladesh,event,road accident,2019-06-27,11:25:11,Jun,6,Moderate rain,11,Jun,truck rammed into a human hauler
468,Sirajganj road accident kills 4,2019-06-04 11:42:04,https://en.prothomalo.com/bangladesh/Sirajganj-road-accident-kills-4,"tabaripara of chandaikona union of raiganj upazila, sirajganj",Sirajganj,4,23,Bus,plunged into a roadside ditch,Bangladesh,event,road accident,2019-06-04,11:42:04,Jun,6,Moderate rain,11,Jun,plunged into a roadside ditch
469,Compensation in road accidents rare,2019-05-14 14:50:08,https://en.prothomalo.com/bangladesh/Compensation-in-road-accidents-rare,near mouchak market,Dhaka,1,0,Bus,run over,Bangladesh,event,road accident,2019-05-14,14:50:08,May,5,Moderate rain,14,May,run over
470,3 killed in road accident,2019-05-05 09:59:08,https://en.prothomalo.com/bangladesh/3-killed-in-road-accident-2,beribadh area of village char newton,Bhola,3,2,Other,driver lost control over the steering,Bangladesh,event,road accident,2019-05-05,09:59:08,May,5,Light rain,9,May,driver lost control over the steering
471,3 killed in road accident,2019-05-05 09:59:08,https://en.prothomalo.com/bangladesh/3-killed-in-road-accident,beribadh area of village char newton,Bhola,3,2,Other,driver lost control over the steering,Bangladesh,event,road accident,2019-05-05,09:59:08,May,5,Light rain,9,May,driver lost control over the steering
473,Bus driver responsible for Shahbagh accident: Police,2019-04-23 14:12:50,https://en.prothomalo.com/bangladesh/Bus-driver-responsible-for-Shahbagh-accident,matsya bhaban intersection,Dhaka,2,2,Bus,driver's negligence (claimed brake failure),Bangladesh,event,road accident,2019-04-23,14:12:50,Apr,4,Patches of fog,14,Apr,drivers negligence claimed brake failure
474,"Eight of a family killed as microbus plunges into pond 

",2020-08-18 12:09:23,https://en.prothomalo.com/bangladesh/accident/8-killed-in-mymensingh-road-accident,bashati area of phulpur upazila,Mymensingh,8,0,Microbus,driver lost control over the steering,Bangladesh,event,road accident,2020-08-18,12:09:23,Aug,8,Light rain,12,Aug,driver lost control over the steering
477,21 killed in separate road accidents,2019-03-28 20:49:01,https://en.prothomalo.com/bangladesh/21-killed-in-separate-road-accidents,"chattogram, madaripur, jashore and rangamati",Chattogram,21,53,,separate road accidents,Bangladesh,event,road accident,2019-03-28,20:49:01,Mar,3,Clear sky,20,Mar,separate road accidents
478,"Mother, daughter among 8 killed in road accident",2019-03-28 11:09:04,https://en.prothomalo.com/bangladesh/Road-crash-kills-8,chattogram-cox’s bazar highway,Chattogram,8,0,Bus And A Microbus,head-on collision,Bangladesh,event,road accident,2019-03-28,11:09:04,Mar,3,Clear sky,11,Mar,head-on collision
479,The old tale of road accidents: Lives never counted,2019-03-28 10:06:26,https://en.prothomalo.com/opinion/The-old-tale-of-road-accidents-Lives-never,lakshmipur,Lakshmipur,7,0,Truck,crushed under a truck,Bangladesh,event,road accident,2019-03-28,10:06:26,Mar,3,Mainly clear,10,Mar,crushed under a truck
480,Sylhet Agri University sues 3 over student’s death in road accident,2019-03-25 20:11:13,https://en.prothomalo.com/bangladesh/Sylhet-Agri-University-sues-3-over-student’s-death,sherpur,Moulvibazar,1,0,Bus,pushed off the vehicle by helper,Bangladesh,event,road accident,2019-03-25,20:11:13,Mar,3,,20,Mar,pushed off the vehicle by helper
481,Students block road demanding compensation for accident victim,2019-03-23 15:39:27,https://en.prothomalo.com/bangladesh/Students-block-road-demanding-compensation-for,benapole-jashore highway,Jashore,0,0,,,Bangladesh,event,road accident,2019-03-23,15:39:27,Mar,3,Dust in suspension,15,Mar,
482,3 killed in road accident,2019-03-15 15:18:48,https://en.prothomalo.com/bangladesh/3-killed-in-road-accident-2,dhaka-aricha highway in nayadingi of saturia upazila,Manikganj,3,0,"Truck, Pick-Up Van",truck hit pick-up van,Bangladesh,event,road accident,2019-03-15,15:18:48,Mar,3,Partly cloudy,15,Mar,truck hit pickup van
483,3 killed in road accident,2019-03-15 15:18:48,https://en.prothomalo.com/bangladesh/3-killed-in-road-accident,dhaka-aricha highway in nayadingi of saturia upazila,Manikganj,3,1,Truck And Pick-Up Van,truck hit pick-up van,Bangladesh,event,road accident,2019-03-15,15:18:48,Mar,3,Partly cloudy,15,Mar,truck hit pickup van
484,Road accident kills schoolgirl,2019-03-02 10:47:13,https://en.prothomalo.com/bangladesh/Road-accident-kills-schoolgirl,sylhet-fenchuganj road at dharampur village,Sylhet,1,0,Bus,crushed to death by a bus,Bangladesh,event,road accident,2019-03-02,10:47:13,Mar,3,Smoke,10,Mar,crushed to death by a bus
485,Road accident kills 2,2019-02-14 11:33:59,https://en.prothomalo.com/bangladesh/Road-accident-kills-2-3,shialdangi village,Rajbari,2,8,Bus,plunged into a roadside ditch,Bangladesh,event,road accident,2019-02-14,11:33:59,Feb,2,Partly cloudy,11,Feb,plunged into a roadside ditch
486,Road accident kills 2,2019-02-14 11:33:59,https://en.prothomalo.com/bangladesh/Road-accident-kills-2-2,shialdangi village,Rajbari,2,8,Bus,plunged into a roadside ditch,Bangladesh,event,road accident,2019-02-14,11:33:59,Feb,2,Partly cloudy,11,Feb,plunged into a roadside ditch
487,Road accident kills 2,2019-02-14 11:33:59,https://en.prothomalo.com/bangladesh/Road-accident-kills-2,shialdangi village,Rajbari,2,8,Bus,plunged into a roadside ditch,Bangladesh,event,road accident,2019-02-14,11:33:59,Feb,2,Partly cloudy,11,Feb,plunged into a roadside ditch
488,Mentally challenged student killed in road accident,2019-02-09 14:42:41,https://en.prothomalo.com/bangladesh/Mentally-challenged-student-killed-in-road,malek bazar,Gopalganj,1,0,Bus,bus hit him when he was crossing the road,Bangladesh,event,road accident,2019-02-09,14:42:41,Feb,2,Partly cloudy,14,Feb,bus hit him when he was crossing the road
490,Hundreds of people protest at siblings death in road accident,2019-01-31 14:53:37,https://en.prothomalo.com/bangladesh/Hundreds-of-people-protest-siblings-death-in-road,dhaka-mawa highway at rejendrapur,Dhaka,2,0,Truck,truck driver responsible for the death of two siblings,Bangladesh,event,road accident,2019-01-31,14:53:37,Jan,1,Mainly clear,14,Jan,truck driver responsible for the death of two siblings
491,Road accident kills 3,2019-01-31 13:46:06,https://en.prothomalo.com/bangladesh/Road-accident-kills-3,alalpur,Mymensingh,3,2,Ambulance,overturned after crashing into a roadside tree,Bangladesh,event,road accident,2019-01-31,13:46:06,Jan,1,Mainly clear,13,Jan,overturned after crashing into a roadside tree
492,Two sued over Cumilla accident,2019-01-27 18:33:53,https://en.prothomalo.com/bangladesh/Two-sued-over-Cumilla-accident,chouddagram upazila,Cumilla,13,0,Truck,truck flipped on brick kiln workers,Bangladesh,event,road accident,2019-01-27,18:33:53,Jan,1,Partly cloudy,18,Jan,truck flipped on brick kiln workers
493,5 of a bridal party killed in road accident,2019-01-15 22:48:28,https://en.prothomalo.com/bangladesh/5-of-a-bridal-party-killed-in-road-accident,birpasha of bijoynagar upazila,Brahmanbaria,5,3,Microbus,plunged into a roadside ditch,Bangladesh,event,road accident,2019-01-15,22:48:28,Jan,1,Clear sky,22,Jan,plunged into a roadside ditch
495,Launch accident kills one,2019-01-06 12:46:38,https://en.prothomalo.com/bangladesh/Launch-accident-kills-one,river meghna,Barishal,1,3,,hit another anchored one,Bangladesh,event,road accident,2019-01-06,12:46:38,Jan,1,Mainly clear,12,Jan,hit another anchored one
499,Road accidents claim 6 lives in 4 districts,2018-12-15 09:18:12,https://en.prothomalo.com/bangladesh/Road-accidents-claim-6-lives-in-4-districts,chatmohar-tebunia road in neutigachha area of chatmohar upazila,Pabna,2,0,Motorcycle,driver lost control of the motorcycle while trying to save a dog.,Bangladesh,event,road accident,2018-12-15,09:18:12,Dec,12,Partly cloudy,9,Dec,driver lost control of the motorcycle while trying to save a dog
504,Chattogram truck accident kills 2,2018-10-23 15:37:16,https://en.prothomalo.com/bangladesh/Chattogram-truck-accident-kills-2,dhaka-chottagram highway in barotakia,Chattogram,2,1,Truck,truck hit another one,Bangladesh,event,road accident,2018-10-23,15:37:16,Oct,10,Duststorm or sandstorm,15,Oct,truck hit another one
506,"Mother, daughter killed in road accident",2018-10-11 12:07:07,https://en.prothomalo.com/bangladesh/Mother-daughter-killed-in-road-accident-2,bhatiapara,Nilphamari,2,1,Truck And Rickshaw-Van,truck hit rickshaw-van,Bangladesh,event,road accident,2018-10-11,12:07:07,Oct,10,Light rain,12,Oct,truck hit rickshawvan
507,"Mother, daughter killed in road accident",2018-10-11 12:07:07,https://en.prothomalo.com/bangladesh/Mother-daughter-killed-in-road-accident,bhatiapara,Nilphamari,2,1,"Truck, Rickshaw-Van",truck hit a rickshaw-van,Bangladesh,event,road accident,2018-10-11,12:07:07,Oct,10,Light rain,12,Oct,truck hit a rickshawvan
509,Schoolgirl killed in road accident,2018-10-07 14:15:45,https://en.prothomalo.com/bangladesh/Schoolgirl-killed-in-road-accident-2,nachole-amnura road in panditpur,Nawabganj,1,0,Human-Hauler,hit her,Bangladesh,event,road accident,2018-10-07,14:15:45,Oct,10,Light rain,14,Oct,hit her
510,Schoolgirl killed in road accident,2018-10-07 14:15:45,https://en.prothomalo.com/bangladesh/Schoolgirl-killed-in-road-accident,nachole-amnura road in panditpur,Nawabganj,1,0,Human-Hauler,hit her,Bangladesh,event,road accident,2018-10-07,14:15:45,Oct,10,Light rain,14,Oct,hit her
511,Road accident kills one,2018-10-06 10:32:48,https://en.prothomalo.com/bangladesh/Road-accident-kills-one,"bhaina intersection, magura",Magura,1,5,Human-Hauler (Nasimon),driver lost control over the steering,Bangladesh,event,road accident,2018-10-06,10:32:48,Oct,10,Light rain,10,Oct,driver lost control over the steering
514,Woman killed in Bhola launch accident,2018-09-02 13:00:33,https://en.prothomalo.com/bangladesh/Woman-killed-in-Bhola-launch-accident,hakimuddin launch ghat,Bhola,1,3,,collision between two launches,Bangladesh,event,road accident,2018-09-02,13:00:33,Sep,9,Moderate rain,13,Sep,collision between two launches
518,Cabinet to consider capital punishment for road accident deaths,2018-08-06 12:16:29,https://en.prothomalo.com/bangladesh/Cabinet-to-consider-capital-punishment-for-road,dhaka,Dhaka,2,0,Bus,speeding bus ran over a group of students,Bangladesh,event,road accident,2018-08-06,12:16:29,Aug,8,Light rain,12,Aug,speeding bus ran over a group of students
519,2 drivers detained over Airport Road accident,2018-07-30 18:11:25,https://en.prothomalo.com/bangladesh/2-drivers-detained-over-Airport-Road-accident,airport road,Dhaka,2,0,Bus,,Bangladesh,event,road accident,2018-07-30,18:11:25,Jul,7,Light rain,18,Jul,
521,Munshiganj female UP member killed in speedboat accident,2018-07-18 10:26:31,https://en.prothomalo.com/bangladesh/Munshiganj-female-UP-member-killed-in-speedboat,shimulia ghat,Munshiganj,1,10,"Speedboat, Ferry",ferry collision,Bangladesh,event,road accident,2018-07-18,10:26:31,Jul,7,Moderate rain,10,Jul,ferry collision
527,7 killed in separate road accidents,2018-06-02 15:25:42,https://en.prothomalo.com/bangladesh/6-killed-in-separate-road-accidents,"sirajganj, nilphamari and rajshahi districts",Sirajganj,7,25,,,Bangladesh,event,road accident,2018-06-02,15:25:42,Jun,6,Moderate rain,15,Jun,
532,2 killed in Sirajganj road accident,2018-05-08 10:02:00,https://en.prothomalo.com/bangladesh/2-killed-in-Sirajganj-road-accident-5,hatikumrul-banpara highway at ramchar in ullahpara upazila,Sirajganj,2,3,Bus And Battery-Run Van,speeding bus ran over them,Bangladesh,event,road accident,2018-05-08,10:02:00,May,5,Light rain,10,May,speeding bus ran over them
533,2 killed in Sirajganj road accident,2018-05-08 10:02:00,https://en.prothomalo.com/bangladesh/2-killed-in-Sirajganj-road-accident-4,"hatikumrul-banpara highway at ramchar in ullahpara upazila, sirjaganj",Sirajganj,2,3,Bus And Battery-Run Van,speeding bus ran over pedestrians,Bangladesh,event,road accident,2018-05-08,10:02:00,May,5,Light rain,10,May,speeding bus ran over pedestrians
534,2 killed in Sirajganj road accident,2018-05-08 10:02:00,https://en.prothomalo.com/bangladesh/2-killed-in-Sirajganj-road-accident-3,hatikumrul-banpara highway at ramchar in ullahpara upazila,Sirajganj,2,3,"Bus, Van",speeding bus hit a battery-run van,Bangladesh,event,road accident,2018-05-08,10:02:00,May,5,Light rain,10,May,speeding bus hit a batteryrun van
535,2 killed in Sirajganj road accident,2018-05-08 10:02:00,https://en.prothomalo.com/bangladesh/2-killed-in-Sirajganj-road-accident-2,hatikumrul-banpara highway at ramchar,Sirajganj,2,3,Bus And Battery-Run Van,speeding bus ran over victims,Bangladesh,event,road accident,2018-05-08,10:02:00,May,5,Light rain,10,May,speeding bus ran over victims
